Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-abh9,randomiser-stbs,order-rli1,order-ey94,order-zozi,order-ehv4,branch-bm4f,branch-kt5o,Randomise questionnaire elements?,Question Key,Response
5,1.69271E+12,22/8/2023 13:44,1.69271E+12,-6,22/8/2023 7:44,140076,1,questionnaire-ob8q,,31284408,BLIND,9273812,,complete,ficuxq,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1243x641,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69271E+12,22/8/2023 13:44,1.69271E+12,-6,22/8/2023 7:44,140076,1,questionnaire-ob8q,,31284408,BLIND,9273812,,complete,ficuxq,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1243x641,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 13:44,1.69271E+12,-6,22/8/2023 7:44,140076,1,questionnaire-ob8q,,31284408,BLIND,9273812,,complete,ficuxq,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1243x641,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 13:44,1.69271E+12,-6,22/8/2023 7:44,140076,1,questionnaire-ob8q,,31284408,BLIND,9273812,,complete,ficuxq,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1243x641,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 13:44,1.69271E+12,-6,22/8/2023 7:44,140076,1,questionnaire-ob8q,,31284408,BLIND,9273812,,complete,ficuxq,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1243x641,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 13:44,1.69271E+12,-6,22/8/2023 7:44,140076,1,questionnaire-ob8q,,31284408,BLIND,9273812,,complete,ficuxq,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1243x641,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,END QUESTIONNAIRE,21312
1,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Age,50
3,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Age-quantised,34
4,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Gender,Male
5,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 13:41,1.69271E+12,-4,22/8/2023 9:41,140076,1,questionnaire-ob8q,,31284365,BLIND,9273800,,complete,xulcpl,,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 115.0.1901.188,2048x1152,1786x1016,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,29113
1,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1365x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,Age,50
3,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,Age-quantised,34
4,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,Gender,Male
5,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 13:41,1.69271E+12,-5,22/8/2023 8:41,140076,1,questionnaire-ob8q,,31284355,BLIND,9273796,,complete,ccwhbx,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1024x768,1342x825,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,BCA,elimination correct,distraction correct,No,END QUESTIONNAIRE,39565
1,1.69271E+12,22/8/2023 13:39,1.69271E+12,-4,22/8/2023 9:39,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1920x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Age,35
3,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Age-quantised,19
4,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Gender,Female
5,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 13:40,1.69271E+12,-4,22/8/2023 9:40,140076,1,questionnaire-ob8q,,31284331,BLIND,9273788,,complete,zxbxkt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x963,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,CAB,BCA,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,14379
1,1.69271E+12,22/8/2023 13:37,1.69271E+12,-4,22/8/2023 9:37,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Age,47
3,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Age-quantised,31
4,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Gender,Female
5,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 13:38,1.69271E+12,-4,22/8/2023 9:38,140076,1,questionnaire-ob8q,,31284273,BLIND,9273776,,complete,jtgfyx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,ABC,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,73915
1,1.69271E+12,22/8/2023 13:32,1.69271E+12,-7,22/8/2023 6:32,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1430x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age,43
3,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age-quantised,27
4,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender,Male
5,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 13:33,1.69271E+12,-7,22/8/2023 6:33,140076,1,questionnaire-ob8q,,31284155,BLIND,9273750,,complete,rkpqzt,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1413x950,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,END QUESTIONNAIRE,28279
1,1.69271E+12,22/8/2023 13:31,1.69271E+12,-5,22/8/2023 8:31,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age,41
3,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age-quantised,25
4,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender,Female
5,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-text,
7,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,seizures,1
8,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,device,1
9,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,consent,1
10,1.69271E+12,22/8/2023 13:32,1.69271E+12,-5,22/8/2023 8:32,140076,1,questionnaire-ob8q,,31284135,BLIND,9273746,,complete,gqilrd,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 115.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,END QUESTIONNAIRE,21754
1,1.69271E+12,22/8/2023 13:31,1.69271E+12,5.5,22/8/2023 19:02,140076,1,questionnaire-ob8q,,31284133,BLIND,9273745,,complete,lmtaqd,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1366x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69271E+12,22/8/2023 13:34,1.69271E+12,5.5,22/8/2023 19:05,140076,1,questionnaire-ob8q,,31284133,BLIND,9273745,,complete,lmtaqd,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age,40
3,1.69271E+12,22/8/2023 13:34,1.69271E+12,5.5,22/8/2023 19:05,140076,1,questionnaire-ob8q,,31284133,BLIND,9273745,,complete,lmtaqd,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age-quantised,24
4,1.69271E+12,22/8/2023 13:34,1.69271E+12,5.5,22/8/2023 19:05,140076,1,questionnaire-ob8q,,31284133,BLIND,9273745,,complete,lmtaqd,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender,Male
5,1.69271E+12,22/8/2023 13:34,1.69271E+12,5.5,22/8/2023 19:05,140076,1,questionnaire-ob8q,,31284133,BLIND,9273745,,complete,lmtaqd,,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-quantised,1
