Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-abh9,randomiser-stbs,order-rli1,order-ey94,order-zozi,order-ehv4,branch-bm4f,branch-kt5o,Randomise questionnaire elements?,Question Key,Response
6,1.69521E+12,20/9/2023 12:37,1.69521E+12,5.5,20/9/2023 18:07,140076,2,questionnaire-ob8q,,31757439,BLIND,9392232,,complete,tdmpob,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,Gender-text,
7,1.69521E+12,20/9/2023 12:37,1.69521E+12,5.5,20/9/2023 18:07,140076,2,questionnaire-ob8q,,31757439,BLIND,9392232,,complete,tdmpob,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,seizures,1
8,1.69521E+12,20/9/2023 12:37,1.69521E+12,5.5,20/9/2023 18:07,140076,2,questionnaire-ob8q,,31757439,BLIND,9392232,,complete,tdmpob,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,device,1
9,1.69521E+12,20/9/2023 12:37,1.69521E+12,5.5,20/9/2023 18:07,140076,2,questionnaire-ob8q,,31757439,BLIND,9392232,,complete,tdmpob,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,consent,1
10,1.69521E+12,20/9/2023 12:37,1.69521E+12,5.5,20/9/2023 18:07,140076,2,questionnaire-ob8q,,31757439,BLIND,9392232,,complete,tdmpob,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,CAB,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,43141
1,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1920x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age,41
3,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Age-quantised,25
4,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender,Female
5,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,Gender-text,
7,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,seizures,1
8,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,device,1
9,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,consent,1
10,1.69521E+12,20/9/2023 12:32,1.69521E+12,-5,20/9/2023 7:32,140076,2,questionnaire-ob8q,,31757400,BLIND,9392224,,complete,mhucxa,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1920x1080,1903x931,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,CAB,BCA,elimination correct,distraction correct,No,END QUESTIONNAIRE,18512
1,1.69521E+12,20/9/2023 12:31,1.69521E+12,5.5,20/9/2023 18:02,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Age,40
3,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Age-quantised,24
4,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender,Male
5,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender-text,
7,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,seizures,1
8,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,device,1
9,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,consent,1
10,1.69521E+12,20/9/2023 12:34,1.69521E+12,5.5,20/9/2023 18:04,140076,2,questionnaire-ob8q,,31757392,BLIND,9392221,,complete,guqvjg,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1349x651,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,END QUESTIONNAIRE,142190
1,1.69521E+12,20/9/2023 12:17,1.69521E+12,-5,20/9/2023 7:17,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,Age,41
3,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,Age-quantised,25
4,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,Gender,Female
5,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,Gender-text,
7,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,seizures,1
8,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,device,1
9,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,consent,1
10,1.69521E+12,20/9/2023 12:18,1.69521E+12,-5,20/9/2023 7:18,140076,2,questionnaire-ob8q,,31757184,BLIND,9392176,,complete,mvckmm,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1536x864,1536x788,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,BCA,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,58030
1,1.69521E+12,20/9/2023 12:00,1.69521E+12,5.5,20/9/2023 17:29,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age,36
3,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Age-quantised,20
4,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender,Male
5,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,Gender-text,
7,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,seizures,1
8,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,device,1
9,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,consent,1
10,1.69521E+12,20/9/2023 12:01,1.69521E+12,5.5,20/9/2023 17:31,140076,2,questionnaire-ob8q,,31756985,BLIND,9392125,,complete,igphld,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,BCA,ABC,elimination correct,distraction correct,No,END QUESTIONNAIRE,82293
1,1.69521E+12,20/9/2023 11:43,1.69521E+12,-6,20/9/2023 5:40,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,Age,44
3,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,Age-quantised,28
4,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,Gender,Female
5,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,Gender-text,
7,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,seizures,1
8,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,device,1
9,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,consent,1
10,1.69521E+12,20/9/2023 11:44,1.69521E+12,-6,20/9/2023 5:41,140076,2,questionnaire-ob8q,,31756775,BLIND,9392067,,complete,lacdqw,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x937,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,BCA,CAB,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,63804
1,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Age,48
3,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Age-quantised,32
4,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Gender,Male
5,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Gender-quantised,1
6,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,Gender-text,
7,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,seizures,1
8,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,device,1
9,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,consent,1
10,1.69521E+12,20/9/2023 11:41,1.69521E+12,-4,20/9/2023 7:41,140076,2,questionnaire-ob8q,,31756741,BLIND,9392049,,complete,xkofxh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1300x730,1300x575,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceA,ABC,BCA,,,elimination correct,distraction correct,No,END QUESTIONNAIRE,29935
1,1.69521E+12,20/9/2023 11:40,1.69521E+12,-5,20/9/2023 6:40,140076,2,questionnaire-ob8q,,31756721,BLIND,9392043,,complete,nffhll,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1600x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,BEGIN QUESTIONNAIRE,
2,1.69521E+12,20/9/2023 11:40,1.69521E+12,-5,20/9/2023 6:40,140076,2,questionnaire-ob8q,,31756721,BLIND,9392043,,complete,nffhll,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1583x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Age,35
3,1.69521E+12,20/9/2023 11:40,1.69521E+12,-5,20/9/2023 6:40,140076,2,questionnaire-ob8q,,31756721,BLIND,9392043,,complete,nffhll,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1583x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Age-quantised,19
4,1.69521E+12,20/9/2023 11:40,1.69521E+12,-5,20/9/2023 6:40,140076,2,questionnaire-ob8q,,31756721,BLIND,9392043,,complete,nffhll,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1583x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender,Female
5,1.69521E+12,20/9/2023 11:40,1.69521E+12,-5,20/9/2023 6:40,140076,2,questionnaire-ob8q,,31756721,BLIND,9392043,,complete,nffhll,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1583x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender-quantised,2
6,1.69521E+12,20/9/2023 11:40,1.69521E+12,-5,20/9/2023 6:40,140076,2,questionnaire-ob8q,,31756721,BLIND,9392043,,complete,nffhll,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1600x900,1583x751,,,,Consent + Demographic Qs,4,Accept young,CounterbalanceB,,,ABC,CAB,elimination correct,distraction correct,No,Gender-text,
