Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,order-3cmg,order-wqw2,randomiser-hyw5,order-fuj5,order-ymml,Randomise questionnaire elements?,Question Key,Response
1,1677169820376,23/02/2023 16:30:20,1677169818702,-6,23/02/2023 10:30:18,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677169832624,23/02/2023 16:30:32,1677169830973,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Age,39
3,1677169832769,23/02/2023 16:30:32,1677169830974,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Age-quantised,23
4,1677169832769,23/02/2023 16:30:32,1677169830974,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender,Male
5,1677169832769,23/02/2023 16:30:32,1677169830974,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender-quantised,1
6,1677169832769,23/02/2023 16:30:32,1677169830974,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender-text,
7,1677169832769,23/02/2023 16:30:32,1677169830974,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,seizures,1
8,1677169832769,23/02/2023 16:30:32,1677169830975,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,device,1
9,1677169832769,23/02/2023 16:30:32,1677169830975,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,consent,1
10,1677169832769,23/02/2023 16:30:32,1677169830975,-6,23/02/2023 10:30:30,122093,5,questionnaire-5uc8,,27507488,BLIND,8177131,,complete,uuhzhc,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,END QUESTIONNAIRE,12273
1,1677170905155,23/02/2023 16:48:25,1677170905009,-5,23/02/2023 11:48:25,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677170921273,23/02/2023 16:48:41,1677170921160,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age,36
3,1677170921394,23/02/2023 16:48:41,1677170921161,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age-quantised,20
4,1677170921394,23/02/2023 16:48:41,1677170921161,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender,Male
5,1677170921394,23/02/2023 16:48:41,1677170921161,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-quantised,1
6,1677170921394,23/02/2023 16:48:41,1677170921161,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-text,
7,1677170921394,23/02/2023 16:48:41,1677170921161,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,seizures,1
8,1677170921394,23/02/2023 16:48:41,1677170921162,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,device,1
9,1677170921394,23/02/2023 16:48:41,1677170921162,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,consent,1
10,1677170921394,23/02/2023 16:48:41,1677170921162,-5,23/02/2023 11:48:41,122093,5,questionnaire-5uc8,,27508705,BLIND,8177410,,complete,uaaqff,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,END QUESTIONNAIRE,16153
1,1677171251578,23/02/2023 16:54:11,1677171247544,5.5,23/02/2023 22:24:07,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1600x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677171277830,23/02/2023 16:54:37,1677171273841,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Age,42
3,1677171278018,23/02/2023 16:54:38,1677171273843,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Age-quantised,26
4,1677171278018,23/02/2023 16:54:38,1677171273843,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Gender,Male
5,1677171278018,23/02/2023 16:54:38,1677171273844,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Gender-quantised,1
6,1677171278018,23/02/2023 16:54:38,1677171273844,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,Gender-text,
7,1677171278018,23/02/2023 16:54:38,1677171273844,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,seizures,1
8,1677171278018,23/02/2023 16:54:38,1677171273844,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,device,1
9,1677171278018,23/02/2023 16:54:38,1677171273845,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,consent,1
10,1677171278018,23/02/2023 16:54:38,1677171273845,5.5,23/02/2023 22:24:33,122093,5,questionnaire-5uc8,,27508939,BLIND,8177485,,complete,rukbrk,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1600x900,1583x767,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,CAB,CounterbalanceA,,,No,END QUESTIONNAIRE,26301
1,1677173349542,23/02/2023 17:29:09,1677173349417,5.5,23/02/2023 22:59:09,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1440x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,BEGIN QUESTIONNAIRE,
2,1677173363718,23/02/2023 17:29:23,1677173363617,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Age,27
3,1677173363908,23/02/2023 17:29:23,1677173363619,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Age-quantised,11
4,1677173363908,23/02/2023 17:29:23,1677173363619,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender,Male
5,1677173363908,23/02/2023 17:29:23,1677173363619,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender-quantised,1
6,1677173363908,23/02/2023 17:29:23,1677173363619,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Gender-text,
7,1677173363908,23/02/2023 17:29:23,1677173363619,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,seizures,1
8,1677173363908,23/02/2023 17:29:23,1677173363619,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,device,1
9,1677173363908,23/02/2023 17:29:23,1677173363620,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,consent,1
10,1677173363908,23/02/2023 17:29:23,1677173363620,5.5,23/02/2023 22:59:23,122093,5,questionnaire-5uc8,,27509967,BLIND,8178022,,complete,ibsrhy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1440x900,1423x757,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,END QUESTIONNAIRE,14203
1,1677248823166,24/02/2023 14:27:03,1677248823077,-5,24/02/2023 09:27:03,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1177x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677248855979,24/02/2023 14:27:35,1677248855926,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age,32
3,1677248856078,24/02/2023 14:27:36,1677248855928,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Age-quantised,16
4,1677248856078,24/02/2023 14:27:36,1677248855929,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender,Male
5,1677248856078,24/02/2023 14:27:36,1677248855929,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-quantised,1
6,1677248856078,24/02/2023 14:27:36,1677248855929,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,Gender-text,
7,1677248856078,24/02/2023 14:27:36,1677248855929,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,seizures,1
8,1677248856078,24/02/2023 14:27:36,1677248855930,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,device,1
9,1677248856078,24/02/2023 14:27:36,1677248855930,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,consent,1
10,1677248856078,24/02/2023 14:27:36,1677248855931,-5,24/02/2023 09:27:35,122093,5,questionnaire-5uc8,,27534286,BLIND,8185359,,complete,stzbex,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1160x952,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,BCA,CounterbalanceA,,,No,END QUESTIONNAIRE,32854
1,1677248864003,24/02/2023 14:27:44,1677248864494,5.5,24/02/2023 19:57:44,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677248894806,24/02/2023 14:28:14,1677248895308,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Age,39
3,1677248895008,24/02/2023 14:28:15,1677248895309,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Age-quantised,23
4,1677248895008,24/02/2023 14:28:15,1677248895310,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender,Female
5,1677248895008,24/02/2023 14:28:15,1677248895310,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender-quantised,2
6,1677248895008,24/02/2023 14:28:15,1677248895310,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender-text,
7,1677248895008,24/02/2023 14:28:15,1677248895310,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,seizures,1
8,1677248895008,24/02/2023 14:28:15,1677248895310,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,device,1
9,1677248895008,24/02/2023 14:28:15,1677248895310,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,consent,1
10,1677248895008,24/02/2023 14:28:15,1677248895311,5.5,24/02/2023 19:58:15,122093,5,questionnaire-5uc8,,27534321,BLIND,8185373,,complete,xlzbry,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x969,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,END QUESTIONNAIRE,30817
1,1677248877663,24/02/2023 14:27:57,1677248875699,-5,24/02/2023 09:27:55,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677248906477,24/02/2023 14:28:26,1677248904119,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Age,47
3,1677248906634,24/02/2023 14:28:26,1677248904122,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Age-quantised,31
4,1677248906634,24/02/2023 14:28:26,1677248904123,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Gender,Male
5,1677248906634,24/02/2023 14:28:26,1677248904123,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Gender-quantised,1
6,1677248906634,24/02/2023 14:28:26,1677248904124,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Gender-text,
7,1677248906634,24/02/2023 14:28:26,1677248904125,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,seizures,1
8,1677248906634,24/02/2023 14:28:26,1677248904126,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,device,1
9,1677248906634,24/02/2023 14:28:26,1677248904127,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,consent,1
10,1677248906634,24/02/2023 14:28:26,1677248904127,-5,24/02/2023 09:28:24,122093,5,questionnaire-5uc8,,27534335,BLIND,8185378,,complete,ureaww,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,END QUESTIONNAIRE,28428
1,1677248881415,24/02/2023 14:28:01,1677248881321,-5,24/02/2023 09:28:01,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1881x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,BEGIN QUESTIONNAIRE,
2,1677248898578,24/02/2023 14:28:18,1677248898507,-5,24/02/2023 09:28:18,122093,5,questionnaire-5uc8,,27534344,BLIND,8185381,,complete,yaxttm,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1861x1012,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,Age,48
