Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,order-3cmg,order-wqw2,randomiser-hyw5,order-fuj5,order-ymml,Randomise questionnaire elements?,Question Key,Response
9,1677249507786,24/02/2023 14:38:27,1677249507532,5.5,24/02/2023 20:08:27,122093,5,questionnaire-5uc8,,27534843,BLIND,8185527,,complete,hqyckb,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1360x765,1678x777,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,consent,1
10,1677249507786,24/02/2023 14:38:27,1677249507532,5.5,24/02/2023 20:08:27,122093,5,questionnaire-5uc8,,27534843,BLIND,8185527,,complete,hqyckb,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1360x765,1678x777,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,CAB,ABC,No,END QUESTIONNAIRE,20587
1,1677249407639,24/02/2023 14:36:47,1677249407511,5.5,24/02/2023 20:06:47,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,BEGIN QUESTIONNAIRE,
2,1677249416404,24/02/2023 14:36:56,1677249416297,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Age,29
3,1677249416605,24/02/2023 14:36:56,1677249416298,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Age-quantised,13
4,1677249416605,24/02/2023 14:36:56,1677249416298,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender,Male
5,1677249416605,24/02/2023 14:36:56,1677249416298,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender-quantised,1
6,1677249416605,24/02/2023 14:36:56,1677249416298,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,Gender-text,
7,1677249416605,24/02/2023 14:36:56,1677249416298,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,seizures,1
8,1677249416605,24/02/2023 14:36:56,1677249416299,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,device,1
9,1677249416605,24/02/2023 14:36:56,1677249416299,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,consent,1
10,1677249416605,24/02/2023 14:36:56,1677249416299,5.5,24/02/2023 20:06:56,122093,5,questionnaire-5uc8,,27534781,BLIND,8185507,,complete,vcrtfg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,CAB,No,END QUESTIONNAIRE,8788
1,1677249407383,24/02/2023 14:36:47,1677249406975,-8,24/02/2023 06:36:46,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677249453761,24/02/2023 14:37:33,1677249453079,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Age,47
3,1677249453949,24/02/2023 14:37:33,1677249453080,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Age-quantised,31
4,1677249453949,24/02/2023 14:37:33,1677249453081,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender,Male
5,1677249453949,24/02/2023 14:37:33,1677249453081,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender-quantised,1
6,1677249453949,24/02/2023 14:37:33,1677249453081,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,Gender-text,
7,1677249453949,24/02/2023 14:37:33,1677249453082,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,seizures,1
8,1677249453949,24/02/2023 14:37:33,1677249453082,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,device,1
9,1677249453949,24/02/2023 14:37:33,1677249453082,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,consent,1
10,1677249453949,24/02/2023 14:37:33,1677249453083,-8,24/02/2023 06:37:33,122093,5,questionnaire-5uc8,,27534780,BLIND,8185508,,complete,gjawrl,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1903x929,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,CAB,CounterbalanceA,,,No,END QUESTIONNAIRE,46108
1,1677248898098,24/02/2023 14:28:18,1677248909209,5.5,24/02/2023 19:58:29,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,BEGIN QUESTIONNAIRE,
2,1677248912472,24/02/2023 14:28:32,1677248923626,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age,32
3,1677248912671,24/02/2023 14:28:32,1677248923628,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age-quantised,16
4,1677248912671,24/02/2023 14:28:32,1677248923628,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender,Female
5,1677248912671,24/02/2023 14:28:32,1677248923628,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-quantised,2
6,1677248912671,24/02/2023 14:28:32,1677248923628,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-text,
7,1677248912671,24/02/2023 14:28:32,1677248923629,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,seizures,1
8,1677248912671,24/02/2023 14:28:32,1677248923629,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,device,1
9,1677248912671,24/02/2023 14:28:32,1677248923629,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,consent,1
10,1677248912671,24/02/2023 14:28:32,1677248923629,5.5,24/02/2023 19:58:43,122093,5,questionnaire-5uc8,,27534366,BLIND,8185386,,complete,eqkmif,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,END QUESTIONNAIRE,14420
1,1677178335928,23/02/2023 18:52:15,1677178336359,5.5,24/02/2023 00:22:16,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1517x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,BEGIN QUESTIONNAIRE,
2,1677178351570,23/02/2023 18:52:31,1677178352042,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age,29
3,1677178351797,23/02/2023 18:52:31,1677178352043,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age-quantised,13
4,1677178351797,23/02/2023 18:52:31,1677178352044,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender,Female
5,1677178351797,23/02/2023 18:52:31,1677178352044,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-quantised,2
6,1677178351797,23/02/2023 18:52:31,1677178352044,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-text,
7,1677178351797,23/02/2023 18:52:31,1677178352044,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,seizures,1
8,1677178351797,23/02/2023 18:52:31,1677178352044,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,device,1
9,1677178351797,23/02/2023 18:52:31,1677178352045,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,consent,1
10,1677178351797,23/02/2023 18:52:31,1677178352045,5.5,24/02/2023 00:22:32,122093,5,questionnaire-5uc8,,27513124,BLIND,8178858,,complete,ahgypm,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1498x694,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,END QUESTIONNAIRE,15687
1,1677176897194,23/02/2023 18:28:17,1677176895010,-8,23/02/2023 10:28:15,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677176913144,23/02/2023 18:28:33,1677176910982,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Age,41
3,1677176913367,23/02/2023 18:28:33,1677176910992,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Age-quantised,25
4,1677176913367,23/02/2023 18:28:33,1677176910993,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Gender,Male
5,1677176913367,23/02/2023 18:28:33,1677176910993,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Gender-quantised,1
6,1677176913367,23/02/2023 18:28:33,1677176910993,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,Gender-text,
7,1677176913367,23/02/2023 18:28:33,1677176910994,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,seizures,1
8,1677176913367,23/02/2023 18:28:33,1677176910994,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,device,1
9,1677176913367,23/02/2023 18:28:33,1677176910994,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,consent,1
10,1677176913367,23/02/2023 18:28:33,1677176910995,-8,23/02/2023 10:28:30,122093,5,questionnaire-5uc8,,27512540,BLIND,8178671,,complete,qxacnf,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1904x932,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,ABC,CounterbalanceA,,,No,END QUESTIONNAIRE,15985
1,1677171272180,23/02/2023 16:54:32,1677171272088,1,23/02/2023 17:54:32,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1402x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,BEGIN QUESTIONNAIRE,
2,1677171301394,23/02/2023 16:55:01,1677171301344,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age,34
3,1677171301493,23/02/2023 16:55:01,1677171301346,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age-quantised,18
4,1677171301493,23/02/2023 16:55:01,1677171301346,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender,Male
5,1677171301493,23/02/2023 16:55:01,1677171301346,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-quantised,1
6,1677171301493,23/02/2023 16:55:01,1677171301346,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-text,
7,1677171301493,23/02/2023 16:55:01,1677171301346,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,seizures,1
8,1677171301493,23/02/2023 16:55:01,1677171301346,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,device,1
9,1677171301493,23/02/2023 16:55:01,1677171301346,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,consent,1
10,1677171301493,23/02/2023 16:55:01,1677171301347,1,23/02/2023 17:55:01,122093,5,questionnaire-5uc8,,27508950,BLIND,8177488,,complete,bgvhgw,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1386x500,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,END QUESTIONNAIRE,29259
1,1677170169271,23/02/2023 16:36:09,1677170169952,-5,23/02/2023 11:36:09,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1919x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,BEGIN QUESTIONNAIRE,
2,1677170186586,23/02/2023 16:36:26,1677170187282,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Age,35
3,1677170186717,23/02/2023 16:36:26,1677170187282,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Age-quantised,19
4,1677170186717,23/02/2023 16:36:26,1677170187282,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Gender,Female
5,1677170186717,23/02/2023 16:36:26,1677170187283,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Gender-quantised,2
6,1677170186717,23/02/2023 16:36:26,1677170187283,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Gender-text,
7,1677170186717,23/02/2023 16:36:26,1677170187283,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,seizures,1
8,1677170186717,23/02/2023 16:36:26,1677170187283,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,device,1
9,1677170186717,23/02/2023 16:36:26,1677170187283,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,consent,1
10,1677170186717,23/02/2023 16:36:26,1677170187283,-5,23/02/2023 11:36:27,122093,5,questionnaire-5uc8,,27508093,BLIND,8177230,,complete,zdvqez,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1919x1080,1902x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,END QUESTIONNAIRE,17331
