"","PID","status","counterbalance","blockorderA1","blockorderA2","blockorderB1","blockorderB2","condition_1","Zone.Type","ratings","condition_2"
"7366",9391898,"complete","CounterbalanceB",NA,NA,"CAB","CAB","SingleNT_Zero","response_slider_endValue","0","single zero 0"
"7654",9391898,"complete","CounterbalanceB",NA,NA,"CAB","CAB","SingleNT_Zero","response_slider_endValue","0","single zero 216"
"7944",9391876,"complete","CounterbalanceB",NA,NA,"BCA","ABC","SingleNT_Zero","response_slider_endValue","10","single zero 216"
"8032",9391876,"complete","CounterbalanceB",NA,NA,"BCA","ABC","SingleNT_Zero","response_slider_endValue","10","single zero 16"
"8104",9391876,"complete","CounterbalanceB",NA,NA,"BCA","ABC","SingleNT_Zero","response_slider_endValue","8","single zero 0"
"8394",9391673,"complete","CounterbalanceB",NA,NA,"ABC","ABC","SingleNT_Zero","response_slider_endValue","0","single zero 216"
"8466",9391673,"complete","CounterbalanceB",NA,NA,"ABC","ABC","SingleNT_Zero","response_slider_endValue","0","single zero 0"
"8554",9391673,"complete","CounterbalanceB",NA,NA,"ABC","ABC","SingleNT_Zero","response_slider_endValue","0","single zero 16"
"8644",9391731,"complete","CounterbalanceB",NA,NA,"CAB","CAB","SingleNT_Zero","response_slider_endValue","6","single zero 16"
"8932",9391731,"complete","CounterbalanceB",NA,NA,"CAB","CAB","SingleNT_Zero","response_slider_endValue","-3","single zero 216"
"9004",9391731,"complete","CounterbalanceB",NA,NA,"CAB","CAB","SingleNT_Zero","response_slider_endValue","6","single zero 0"
"9078",9391705,"complete","CounterbalanceB",NA,NA,"BCA","BCA","SingleNT_Zero","response_slider_endValue","-1","single zero 0"
"9366",9391705,"complete","CounterbalanceB",NA,NA,"BCA","BCA","SingleNT_Zero","response_slider_endValue","1","single zero 216"
"9454",9391705,"complete","CounterbalanceB",NA,NA,"BCA","BCA","SingleNT_Zero","response_slider_endValue","2","single zero 16"
"867",9392125,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","5","empty zero 16"
"1588",9392125,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","6","empty zero 0"
"44615",9392125,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","2","empty zero 216"
"7364",9392043,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","3","empty zero 216"
"809",9392043,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","3","empty zero 0"
"897",9392043,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","4","empty zero 16"
"987",9392008,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","-2","empty zero 16"
"1059",9392008,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","9","empty zero 0"
"1347",9392008,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","5","empty zero 216"
"1637",9391984,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","1","empty zero 216"
"1709",9391984,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","6","empty zero 0"
"1797",9391984,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","8","empty zero 16"
"1887",9391898,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_Zero","response_slider_endValue","0","empty zero 16"
"1959",9391898,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_Zero","response_slider_endValue","-4","empty zero 0"
"2247",9391898,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_Zero","response_slider_endValue","-2","empty zero 216"
"2321",9391965,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_Zero","response_slider_endValue","9","empty zero 0"
"2609",9391965,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_Zero","response_slider_endValue","10","empty zero 216"
"2697",9391965,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_Zero","response_slider_endValue","9","empty zero 16"
"27711",9391876,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","10","empty zero 0"
"3059",9391876,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","10","empty zero 216"
"31471",9391876,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","10","empty zero 16"
"3437",9391705,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_Zero","response_slider_endValue","-5","empty zero 216"
"3525",9391705,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_Zero","response_slider_endValue","-1","empty zero 16"
"35971",9391705,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_Zero","response_slider_endValue","1","empty zero 0"
"3887",9391731,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_Zero","response_slider_endValue","-2","empty zero 216"
"39591",9391731,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_Zero","response_slider_endValue","5","empty zero 0"
"40472",9391731,"complete","CounterbalanceB",NA,NA,"CAB","CAB","Empty_Zero","response_slider_endValue","2","empty zero 16"
"4337",9391673,"complete","CounterbalanceB",NA,NA,"ABC","ABC","Empty_Zero","response_slider_endValue","0","empty zero 216"
"44091",9391673,"complete","CounterbalanceB",NA,NA,"ABC","ABC","Empty_Zero","response_slider_endValue","0","empty zero 0"
"44973",9391673,"complete","CounterbalanceB",NA,NA,"ABC","ABC","Empty_Zero","response_slider_endValue","0","empty zero 16"
"45712",9394670,"complete","CounterbalanceB",NA,NA,"BCA","CAB","Empty_Zero","response_slider_endValue","10","empty zero 0"
"48592",9394670,"complete","CounterbalanceB",NA,NA,"BCA","CAB","Empty_Zero","response_slider_endValue","-10","empty zero 216"
"49473",9394670,"complete","CounterbalanceB",NA,NA,"BCA","CAB","Empty_Zero","response_slider_endValue","10","empty zero 16"
"50211",9394461,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_Zero","response_slider_endValue","0","empty zero 0"
"53093",9394461,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_Zero","response_slider_endValue","2","empty zero 216"
"53973",9394461,"complete","CounterbalanceB",NA,NA,"ABC","BCA","Empty_Zero","response_slider_endValue","0","empty zero 16"
"54871",9393590,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_Zero","response_slider_endValue","1","empty zero 16"
"57752",9393590,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_Zero","response_slider_endValue","1","empty zero 216"
"58473",9393590,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_Zero","response_slider_endValue","4","empty zero 0"
"59372",9393159,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","-1","empty zero 16"
"60092",9393159,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","1","empty zero 0"
"62973",9393159,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","-4","empty zero 216"
"65871",9392718,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_Zero","response_slider_endValue","3","empty zero 216"
"66752",9392718,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_Zero","response_slider_endValue","2","empty zero 16"
"67473",9392718,"complete","CounterbalanceB",NA,NA,"CAB","ABC","Empty_Zero","response_slider_endValue","5","empty zero 0"
"70373",9392537,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_Zero","response_slider_endValue","-4","empty zero 216"
"71091",9392537,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_Zero","response_slider_endValue","-1","empty zero 0"
"71973",9392537,"complete","CounterbalanceB",NA,NA,"BCA","BCA","Empty_Zero","response_slider_endValue","-1","empty zero 16"
"72871",9392314,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","-3","empty zero 16"
"73592",9392314,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","-2","empty zero 0"
"76474",9392314,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","-2","empty zero 216"
"77374",9392403,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","-7","empty zero 16"
"80253",9392403,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","-6","empty zero 216"
"80974",9392403,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","-8","empty zero 0"
"81872",9392268,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","-1","empty zero 16"
"84752",9392268,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","1","empty zero 216"
"85474",9392268,"complete","CounterbalanceB",NA,NA,"BCA","ABC","Empty_Zero","response_slider_endValue","2","empty zero 0"
"88371",9392224,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","2","empty zero 216"
"89251",9392224,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","-1","empty zero 16"
"89974",9392224,"complete","CounterbalanceB",NA,NA,"CAB","BCA","Empty_Zero","response_slider_endValue","-3","empty zero 0"
"90711",9392221,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","1","empty zero 0"
"93594",9392221,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","-1","empty zero 216"
"94474",9392221,"complete","CounterbalanceB",NA,NA,"ABC","CAB","Empty_Zero","response_slider_endValue","1","empty zero 16"
"2863",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-8","empty neg 216"
"3745",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-7","empty neg 16"
"44616",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-7","empty neg 0"
"5368",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_Negative","response_slider_endValue","3","empty neg 16"
"8244",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-10","empty neg 216"
"89615",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_Negative","response_slider_endValue","7","empty neg 0"
"9703",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-3","empty neg 0"
"12586",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-5","empty neg 216"
"134615",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-3","empty neg 16"
"16368",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-6","empty neg 216"
"17085",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-3","empty neg 0"
"179615",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-7","empty neg 16"
"20863",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-6","empty neg 216"
"21745",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-3","empty neg 16"
"224615",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-1","empty neg 0"
"25364",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","10","empty neg 216"
"26243",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","10","empty neg 16"
"269615",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","10","empty neg 0"
"29861",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-5","empty neg 216"
"30584",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-4","empty neg 0"
"314614",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-7","empty neg 16"
"34366",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 216"
"35087",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 0"
"359614",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-6","empty neg 16"
"38864",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-6","empty neg 216"
"39743",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-5","empty neg 16"
"404613",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 0"
"43368",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-3","empty neg 216"
"44244",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-4","empty neg 16"
"449612",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-4","empty neg 0"
"47865",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-5","empty neg 216"
"48583",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-1","empty neg 0"
"494612",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-2","empty neg 16"
"52364",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-6","empty neg 216"
"53244",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 16"
"539612",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-7","empty neg 0"
"54703",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","10","empty neg 0"
"57584",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","7","empty neg 216"
"584612",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"Empty_Negative","response_slider_endValue","5","empty neg 16"
"59363",9392176,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 16"
"60082",9392176,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-7","empty neg 0"
"629612",9392176,"complete","CounterbalanceA","BCA","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 216"
"63705",9392771,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty_Negative","response_slider_endValue","5","empty neg 0"
"66581",9392771,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-5","empty neg 216"
"674612",9392771,"complete","CounterbalanceA","ABC","BCA",NA,NA,"Empty_Negative","response_slider_endValue","-6","empty neg 16"
"70366",9393168,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-8","empty neg 216"
"71244",9393168,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 16"
"719612",9393168,"complete","CounterbalanceA","BCA","CAB",NA,NA,"Empty_Negative","response_slider_endValue","-3","empty neg 0"
"72867",9393628,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-10","empty neg 16"
"75745",9393628,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-9","empty neg 216"
"764611",9393628,"complete","CounterbalanceA","CAB","ABC",NA,NA,"Empty_Negative","response_slider_endValue","-10","empty neg 0"
"2865",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-8","single zero 216"
"3582",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 0"
"44617",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 16"
"7365",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-7","single zero 216"
"8085",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 0"
"89616",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-6","single zero 16"
"9704",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 0"
"10583",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 16"
"134616",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 216"
"16369",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 216"
"17086",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 0"
"179616",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 16"
"18707",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 0"
"19587",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 16"
"224616",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 216"
"23205",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 0"
"26087",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 216"
"269616",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 16"
"27865",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 16"
"28587",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 0"
"314615",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","0","single zero 216"
"32364",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"33083",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 0"
"359615",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-3","single zero 216"
"36864",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"37585",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 0"
"404614",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","8","single zero 216"
"41202",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","4","single zero 0"
"44087",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","3","single zero 216"
"449613",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","-1","single zero 16"
"45863",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","9","single zero 16"
"48744",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 216"
"494613",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 0"
"50203",9392176,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 0"
"53085",9392176,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","2","single zero 216"
"539613",9392176,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","5","single zero 16"
"54865",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"57745",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 216"
"584613",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-3","single zero 0"
"59206",9392771,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","8","single zero 0"
"62088",9392771,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","6","single zero 216"
"629613",9392771,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Zero","response_slider_endValue","7","single zero 16"
"63706",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 0"
"66582",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","1","single zero 216"
"674613",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","-2","single zero 16"
"68202",9393168,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","10","single zero 0"
"71083",9393168,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","6","single zero 216"
"719613",9393168,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Zero","response_slider_endValue","3","single zero 16"
"72868",9393628,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-10","single zero 16"
"75746",9393628,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-10","single zero 216"
"764612",9393628,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Zero","response_slider_endValue","-9","single zero 0"
"868",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-3","single neg 16"
"3746",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"44618",9391671,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"5203",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 0"
"8086",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 216"
"89617",9391758,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 16"
"9864",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-4","single neg 16"
"10584",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-4","single neg 0"
"134617",9391901,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-6","single neg 216"
"163610",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"17246",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 16"
"179617",9391963,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 0"
"20864",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"21746",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 16"
"224617",9391948,"complete","CounterbalanceA","CAB","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"23206",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","10","single neg 0"
"24085",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","9","single neg 16"
"269617",9392018,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","9","single neg 216"
"27866",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-4","single neg 16"
"30743",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 216"
"314616",9392049,"complete","CounterbalanceA","ABC","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 0"
"32365",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-5","single neg 16"
"35244",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 216"
"359616",9392067,"complete","CounterbalanceA","BCA","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-9","single neg 0"
"38865",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","6","single neg 216"
"39744",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 16"
"404615",9392186,"complete","CounterbalanceA","CAB","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","-10","single neg 0"
"43369",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-5","single neg 216"
"44245",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-8","single neg 16"
"449614",9392242,"complete","CounterbalanceA","BCA","BCA",NA,NA,"SingleNT_Negative","response_slider_endValue","-7","single neg 0"
"47866",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","3","single neg 216"
"48745",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","1","single neg 16"
"494614",9392474,"complete","CounterbalanceA","ABC","ABC",NA,NA,"SingleNT_Negative","response_slider_endValue","2","single neg 0"
"52365",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-5","single neg 216"
"53245",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-6","single neg 16"
"539614",9392232,"complete","CounterbalanceA","ABC","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-3","single neg 0"
"54704",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-4","single neg 0"
"55583",9392299,"complete","CounterbalanceA","CAB","CAB",NA,NA,"SingleNT_Negative","response_slider_endValue","-2","single neg 16"
