"","PID","condition_1","Participant.Status","condOrder","Zone.Type","ratings","condition_2"
"311015",5057499,"Empty_Neutral","complete","MSE","response_slider_endValue","-7","empty 8 neutral"
"1029",5122890,"Trash_Single_Negative","complete","SME","response_slider_endValue","-10","single 24 negative"
"1909",5122890,"Trash_Single_Negative","complete","SME","response_slider_endValue","-7","single 8 negative"
"34225",5122890,"Trash_Single_Negative","complete","SME","response_slider_endValue","-9","single 72 negative"
"4325",5239848,"Trash_Single_Negative","complete","SME","response_slider_endValue","-3","single 8 negative"
"58412",5239848,"Trash_Single_Negative","complete","SME","response_slider_endValue","-4","single 72 negative"
"68822",5239848,"Trash_Single_Negative","complete","SME","response_slider_endValue","7","single 24 negative"
"7788",5232868,"Trash_Single_Negative","complete","SME","response_slider_endValue","5","single 8 negative"
"9309",5232868,"Trash_Single_Negative","complete","SME","response_slider_endValue","5","single 72 negative"
"103425",5232868,"Trash_Single_Negative","complete","SME","response_slider_endValue","5","single 24 negative"
"11886",5184376,"Trash_Single_Negative","complete","SME","response_slider_endValue","-5","single 72 negative"
"12768",5184376,"Trash_Single_Negative","complete","SME","response_slider_endValue","-7","single 8 negative"
"138023",5184376,"Trash_Single_Negative","complete","SME","response_slider_endValue","-8","single 24 negative"
"15348",5175439,"Trash_Single_Negative","complete","SME","response_slider_endValue","10","single 72 negative"
"163812",5175439,"Trash_Single_Negative","complete","SME","response_slider_endValue","-10","single 24 negative"
"172622",5175439,"Trash_Single_Negative","complete","SME","response_slider_endValue","10","single 8 negative"
"18806",5163151,"Trash_Single_Negative","complete","SME","response_slider_endValue","4","single 72 negative"
"19846",5163151,"Trash_Single_Negative","complete","SME","response_slider_endValue","-5","single 24 negative"
"207221",5163151,"Trash_Single_Negative","complete","SME","response_slider_endValue","7","single 8 negative"
"22267",5059700,"Trash_Single_Negative","complete","SME","response_slider_endValue","-3","single 72 negative"
"23148",5059700,"Trash_Single_Negative","complete","SME","response_slider_endValue","-2","single 8 negative"
"241821",5059700,"Trash_Single_Negative","complete","SME","response_slider_endValue","10","single 24 negative"
"252411",5056786,"Trash_Single_Negative","complete","SME","response_slider_endValue","2","single 24 negative"
"26767",5056786,"Trash_Single_Negative","complete","SME","response_slider_endValue","5","single 72 negative"
"276421",5056786,"Trash_Single_Negative","complete","SME","response_slider_endValue","4","single 8 negative"
"28705",5132531,"Trash_Single_Negative","complete","SME","response_slider_endValue","-2","single 24 negative"
"30227",5132531,"Trash_Single_Negative","complete","SME","response_slider_endValue","0","single 72 negative"
"311016",5132531,"Trash_Single_Negative","complete","SME","response_slider_endValue","-1","single 8 negative"
"15015",5179877,"Empty_Positive","complete","EMS","response_slider_endValue","2","empty 72 positive"
"2388",5179877,"Empty_Positive","complete","EMS","response_slider_endValue","1","empty 8 positive"
"34226",5179877,"Empty_Positive","complete","EMS","response_slider_endValue","-1","empty 24 positive"
"4326",5231885,"Empty_Positive","complete","EMS","response_slider_endValue","7","empty 8 positive"
"58413",5231885,"Empty_Positive","complete","EMS","response_slider_endValue","8","empty 72 positive"
"68823",5231885,"Empty_Positive","complete","EMS","response_slider_endValue","8","empty 24 positive"
"7789",5239825,"Empty_Positive","complete","EMS","response_slider_endValue","-4","empty 8 positive"
"8826",5239825,"Empty_Positive","complete","EMS","response_slider_endValue","2","empty 24 positive"
"103426",5239825,"Empty_Positive","complete","EMS","response_slider_endValue","3","empty 72 positive"
"11405",5170603,"Empty_Positive","complete","EMS","response_slider_endValue","4","empty 24 positive"
"122811",5170603,"Empty_Positive","complete","EMS","response_slider_endValue","6","empty 8 positive"
"138024",5170603,"Empty_Positive","complete","EMS","response_slider_endValue","-1","empty 72 positive"
"14704",5132497,"Empty_Positive","complete","EMS","response_slider_endValue","4","empty 8 positive"
"15744",5132497,"Empty_Positive","complete","EMS","response_slider_endValue","3","empty 24 positive"
"172623",5132497,"Empty_Positive","complete","EMS","response_slider_endValue","3","empty 72 positive"
"18329",5123371,"Empty_Positive","complete","EMS","response_slider_endValue","-3","empty 24 positive"
"19207",5123371,"Empty_Positive","complete","EMS","response_slider_endValue","-1","empty 8 positive"
"207222",5123371,"Empty_Positive","complete","EMS","response_slider_endValue","-3","empty 72 positive"
"22268",5089633,"Empty_Positive","complete","EMS","response_slider_endValue","6","empty 72 positive"
"23307",5089633,"Empty_Positive","complete","EMS","response_slider_endValue","7","empty 24 positive"
"241822",5089633,"Empty_Positive","complete","EMS","response_slider_endValue","6","empty 8 positive"
"252412",5056919,"Empty_Positive","complete","EMS","response_slider_endValue","-5","empty 24 positive"
"26129",5056919,"Empty_Positive","complete","EMS","response_slider_endValue","-7","empty 8 positive"
"276422",5056919,"Empty_Positive","complete","EMS","response_slider_endValue","1","empty 72 positive"
"28706",5190042,"Empty_Positive","complete","EMS","response_slider_endValue","5","empty 24 positive"
"30228",5190042,"Empty_Positive","complete","EMS","response_slider_endValue","3","empty 72 positive"
"311017",5190042,"Empty_Positive","complete","EMS","response_slider_endValue","1","empty 8 positive"
"868",5240494,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 8 neutral"
"19010",5240494,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 24 neutral"
"34227",5240494,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 72 neutral"
"49610",5191080,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","-5","single 72 neutral"
"6006",5191080,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 24 neutral"
"68824",5191080,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","8","single 8 neutral"
"7946",5190763,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 24 neutral"
"94610",5190763,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 72 neutral"
"103427",5190763,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 8 neutral"
"11406",5181767,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","6","single 24 neutral"
"12923",5181767,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 72 neutral"
"138025",5181767,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 8 neutral"
"148610",5169528,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","5","single 24 neutral"
"163813",5169528,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","6","single 72 neutral"
"172624",5169528,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","4","single 8 neutral"
"18166",5151772,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","2","single 8 neutral"
"19688",5151772,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","0","single 72 neutral"
"207223",5151772,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","2","single 24 neutral"
"21788",5132094,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 24 neutral"
"22666",5132094,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 8 neutral"
"241823",5132094,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 72 neutral"
"252413",5123496,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","6","single 24 neutral"
"261210",5123496,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","5","single 8 neutral"
"276423",5123496,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","-3","single 72 neutral"
"28543",5122418,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","5","single 8 neutral"
"29585",5122418,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","2","single 24 neutral"
"311018",5122418,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","-2","single 72 neutral"
"32002",5061833,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 8 neutral"
"33522",5061833,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","5","single 72 neutral"
"34565",5061833,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","-10","single 24 neutral"
"35621",5056505,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","4","single 24 neutral"
"36502",5056505,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","10","single 8 neutral"
"38022",5056505,"Trash_Single_Neutral","complete","SEM","response_slider_endValue","3","single 72 neutral"
"869",5239825,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-7","multiple 8 negative"
"2389",5239825,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","5","multiple 72 negative"
"34228",5239825,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-2","multiple 24 negative"
"42211",5239825,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-4","noD 0 trial"
"5762",5190042,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","2","multiple 72 negative"
"6642",5190042,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","3","multiple 8 negative"
"7683",5190042,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","5","multiple 24 negative"
"84810",5190042,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","3","noD 0 trial"
"938",5132497,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","2","multiple 8 negative"
"10901",5132497,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-4","multiple 72 negative"
"11701",5132497,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","6","noD 0 trial"
"127410",5132497,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","4","multiple 24 negative"
"138026",5123371,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-6","multiple 24 negative"
"1460",5123371,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","2","noD 0 trial"
"16122",5123371,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-4","multiple 72 negative"
"170010",5123371,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-2","multiple 8 negative"
"17821",5089633,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-2","noD 0 trial"
"18701",5089633,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-1","multiple 8 negative"
"20223",5089633,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-2","multiple 72 negative"
"212610",5089633,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-2","multiple 24 negative"
"22163",5056919,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-8","multiple 8 negative"
"23682",5056919,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-5","multiple 72 negative"
"24723",5056919,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","1","multiple 24 negative"
"255210",5056919,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-5","noD 0 trial"
"27062",5231885,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","2","multiple 72 negative"
"2810",5231885,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","4","multiple 24 negative"
"28982",5231885,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","6","multiple 8 negative"
"297810",5231885,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","5","noD 0 trial"
"30683",5179877,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","3","multiple 8 negative"
"31484",5179877,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","3","noD 0 trial"
"32523",5179877,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","1","multiple 24 negative"
"340410",5179877,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","3","multiple 72 negative"
"34942",5170603,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-2","multiple 8 negative"
"35744",5170603,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-3","noD 0 trial"
"37264",5170603,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-8","multiple 72 negative"
"38309",5170603,"Trash_Multiple_Negative","complete","EMS","response_slider_endValue","-6","multiple 24 negative"
"10210",5241953,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","3","single 24 neutral"
"19011",5241953,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","4","single 8 neutral"
"34229",5241953,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","3","single 72 neutral"
"49611",5122707,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","1","single 72 neutral"
"6007",5122707,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","3","single 24 neutral"
"68825",5122707,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-1","single 8 neutral"
"77810",5075757,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","8","single 8 neutral"
"8827",5075757,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","6","single 24 neutral"
"103428",5075757,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","4","single 72 neutral"
"11407",5228305,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","0","single 24 neutral"
"122812",5228305,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","0","single 8 neutral"
"138027",5228305,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","0","single 72 neutral"
"14705",5190863,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-8","single 8 neutral"
"16226",5190863,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-7","single 72 neutral"
"172625",5190863,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","7","single 24 neutral"
"183210",5181977,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-2","single 24 neutral"
"19208",5181977,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","6","single 8 neutral"
"207224",5181977,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-2","single 72 neutral"
"21789",5175385,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","3","single 24 neutral"
"22667",5175385,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","4","single 8 neutral"
"241824",5175385,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","5","single 72 neutral"
"252414",5139418,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","6","single 24 neutral"
"26768",5139418,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","4","single 72 neutral"
"276424",5139418,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-4","single 8 neutral"
"28544",5187657,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-3","single 8 neutral"
"29586",5187657,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-5","single 24 neutral"
"311019",5187657,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","3","single 72 neutral"
"32644",5128700,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","1","single 72 neutral"
"33523",5128700,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","1","single 8 neutral"
"34566",5128700,"Trash_Single_Neutral","complete","ESM","response_slider_endValue","-2","single 24 neutral"
"15016",5241123,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","2","multiple 72 neutral"
"2303",5241123,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","3","noD 0 trial"
"3343",5241123,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","-4","multiple 24 neutral"
"42212",5241123,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","6","multiple 8 neutral"
"5041",5189480,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","10","noD 0 trial"
"6082",5189480,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","10","multiple 24 neutral"
"6962",5189480,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","10","multiple 8 neutral"
"84811",5189480,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","10","multiple 72 neutral"
"9543",5175997,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","10","multiple 24 neutral"
"103429",5175997,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","10","noD 0 trial"
"11223",5175997,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","10","multiple 8 neutral"
"127411",5175997,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","5","multiple 72 neutral"
"1356",5123425,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","8","noD 0 trial"
"14601",5123425,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","-5","multiple 24 neutral"
"15482",5123425,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","4","multiple 8 neutral"
"170011",5123425,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","-7","multiple 72 neutral"
"17822",5122669,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","6","noD 0 trial"
"1934",5122669,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","3","multiple 72 neutral"
"20224",5122669,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","6","multiple 8 neutral"
"212611",5122669,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","5","multiple 24 neutral"
"22801",5122214,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","5","multiple 72 neutral"
"23602",5122214,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","8","noD 0 trial"
"24483",5122214,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","4","multiple 8 neutral"
"255211",5122214,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","4","multiple 24 neutral"
"27063",5059559,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","3","multiple 72 neutral"
"27861",5059559,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","2","noD 0 trial"
"28744",5059559,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","7","multiple 8 neutral"
"297811",5059559,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","5","multiple 24 neutral"
"30604",5162544,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","7","noD 0 trial"
"31485",5162544,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","7","multiple 8 neutral"
"33003",5162544,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","2","multiple 72 neutral"
"340411",5162544,"Trash_Multiple_Neutral","complete","MES","response_slider_endValue","4","multiple 24 neutral"
"8610",5241953,"Empty_Positive","complete","ESM","response_slider_endValue","2","empty 8 positive"
"23810",5241953,"Empty_Positive","complete","ESM","response_slider_endValue","0","empty 72 positive"
"34230",5241953,"Empty_Positive","complete","ESM","response_slider_endValue","6","empty 24 positive"
"4327",5190863,"Empty_Positive","complete","ESM","response_slider_endValue","-10","empty 8 positive"
"58414",5190863,"Empty_Positive","complete","ESM","response_slider_endValue","-4","empty 72 positive"
"68826",5190863,"Empty_Positive","complete","ESM","response_slider_endValue","-10","empty 24 positive"
"8428",5187657,"Empty_Positive","complete","ESM","response_slider_endValue","6","empty 72 positive"
"93010",5187657,"Empty_Positive","complete","ESM","response_slider_endValue","4","empty 8 positive"
"103430",5187657,"Empty_Positive","complete","ESM","response_slider_endValue","1","empty 24 positive"
"112411",5175385,"Empty_Positive","complete","ESM","response_slider_endValue","5","empty 8 positive"
"12769",5175385,"Empty_Positive","complete","ESM","response_slider_endValue","7","empty 72 positive"
"138028",5175385,"Empty_Positive","complete","ESM","response_slider_endValue","7","empty 24 positive"
"15349",5128700,"Empty_Positive","complete","ESM","response_slider_endValue","-2","empty 72 positive"
"16227",5128700,"Empty_Positive","complete","ESM","response_slider_endValue","4","empty 8 positive"
"172626",5128700,"Empty_Positive","complete","ESM","response_slider_endValue","4","empty 24 positive"
"183211",5122707,"Empty_Positive","complete","ESM","response_slider_endValue","10","empty 24 positive"
"19209",5122707,"Empty_Positive","complete","ESM","response_slider_endValue","10","empty 8 positive"
"207225",5122707,"Empty_Positive","complete","ESM","response_slider_endValue","10","empty 72 positive"
"22269",5075757,"Empty_Positive","complete","ESM","response_slider_endValue","-2","empty 72 positive"
"23149",5075757,"Empty_Positive","complete","ESM","response_slider_endValue","3","empty 8 positive"
"241825",5075757,"Empty_Positive","complete","ESM","response_slider_endValue","2","empty 24 positive"
"25088",5228305,"Empty_Positive","complete","ESM","response_slider_endValue","0","empty 8 positive"
"26605",5228305,"Empty_Positive","complete","ESM","response_slider_endValue","0","empty 72 positive"
"276425",5228305,"Empty_Positive","complete","ESM","response_slider_endValue","0","empty 24 positive"
"29188",5139418,"Empty_Positive","complete","ESM","response_slider_endValue","8","empty 72 positive"
"30229",5139418,"Empty_Positive","complete","ESM","response_slider_endValue","10","empty 24 positive"
"311020",5139418,"Empty_Positive","complete","ESM","response_slider_endValue","6","empty 8 positive"
"32003",5181977,"Empty_Positive","complete","ESM","response_slider_endValue","1","empty 8 positive"
"33524",5181977,"Empty_Positive","complete","ESM","response_slider_endValue","7","empty 72 positive"
"34567",5181977,"Empty_Positive","complete","ESM","response_slider_endValue","6","empty 24 positive"
"15017",5239825,"Trash_Single_Negative","complete","EMS","response_slider_endValue","3","single 72 negative"
"23811",5239825,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-5","single 8 negative"
"34231",5239825,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-10","single 24 negative"
"4487",5170603,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-2","single 24 negative"
"5364",5170603,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-6","single 8 negative"
"68827",5170603,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-8","single 72 negative"
"7947",5132497,"Trash_Single_Negative","complete","EMS","response_slider_endValue","6","single 24 negative"
"94611",5132497,"Trash_Single_Negative","complete","EMS","response_slider_endValue","4","single 72 negative"
"103431",5132497,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-4","single 8 negative"
"112412",5089633,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-2","single 8 negative"
"122813",5089633,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-3","single 24 negative"
"138029",5089633,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-2","single 72 negative"
"14706",5056919,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-6","single 8 negative"
"15745",5056919,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-8","single 24 negative"
"172627",5056919,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-8","single 72 negative"
"18167",5190042,"Trash_Single_Negative","complete","EMS","response_slider_endValue","2","single 8 negative"
"19689",5190042,"Trash_Single_Negative","complete","EMS","response_slider_endValue","1","single 72 negative"
"207226",5190042,"Trash_Single_Negative","complete","EMS","response_slider_endValue","2","single 24 negative"
"217810",5231885,"Trash_Single_Negative","complete","EMS","response_slider_endValue","3","single 24 negative"
"22668",5231885,"Trash_Single_Negative","complete","EMS","response_slider_endValue","2","single 8 negative"
"241826",5231885,"Trash_Single_Negative","complete","EMS","response_slider_endValue","0","single 72 negative"
"252415",5179877,"Trash_Single_Negative","complete","EMS","response_slider_endValue","3","single 24 negative"
"26769",5179877,"Trash_Single_Negative","complete","EMS","response_slider_endValue","3","single 72 negative"
"276426",5179877,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-4","single 8 negative"
"28545",5123371,"Trash_Single_Negative","complete","EMS","response_slider_endValue","1","single 8 negative"
"29587",5123371,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-7","single 24 negative"
"311021",5123371,"Trash_Single_Negative","complete","EMS","response_slider_endValue","-3","single 72 negative"
"15018",5239848,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","5","multiple 72 positive"
"25412",5239848,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","multiple 24 positive"
"3344",5239848,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","noD 0 trial"
"42213",5239848,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","multiple 8 positive"
"5042",5232868,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","10","noD 0 trial"
"6083",5232868,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","10","multiple 24 positive"
"7601",5232868,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","4","multiple 72 positive"
"84812",5232868,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","4","multiple 8 positive"
"9544",5184376,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","5","multiple 24 positive"
"103432",5184376,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","4","noD 0 trial"
"11864",5184376,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","multiple 72 positive"
"127412",5184376,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","4","multiple 8 positive"
"14286",5163151,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","multiple 72 positive"
"15162",5163151,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","8","multiple 8 positive"
"16204",5163151,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","multiple 24 positive"
"170012",5163151,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","3","noD 0 trial"
"17903",5132531,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","8","multiple 8 positive"
"19422",5132531,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","8","multiple 72 positive"
"20225",5132531,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","noD 0 trial"
"212612",5132531,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","-1","multiple 24 positive"
"22164",5122890,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","8","multiple 8 positive"
"23683",5122890,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","5","multiple 72 positive"
"24724",5122890,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","2","multiple 24 positive"
"255212",5122890,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","4","noD 0 trial"
"26342",5059700,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","8","noD 0 trial"
"27862",5059700,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","10","multiple 72 positive"
"28745",5059700,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","8","multiple 8 positive"
"297812",5059700,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","8","multiple 24 positive"
"3132",5056786,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","4","multiple 72 positive"
"32121",5056786,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","noD 0 trial"
"33162",5056786,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","6","multiple 24 positive"
"340412",5056786,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","3","multiple 8 positive"
"34943",5175439,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","0","multiple 8 positive"
"36461",5175439,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","5","multiple 72 positive"
"37501",5175439,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","-10","multiple 24 positive"
"383010",5175439,"Trash_Multiple_Positive","complete","SME","response_slider_endValue","-10","noD 0 trial"
"8611",5240494,"Empty_Positive","complete","SEM","response_slider_endValue","10","empty 8 positive"
"19012",5240494,"Empty_Positive","complete","SEM","response_slider_endValue","10","empty 24 positive"
"34232",5240494,"Empty_Positive","complete","SEM","response_slider_endValue","10","empty 72 positive"
"4488",5191080,"Empty_Positive","complete","SEM","response_slider_endValue","8","empty 24 positive"
"6008",5191080,"Empty_Positive","complete","SEM","response_slider_endValue","7","empty 72 positive"
"68828",5191080,"Empty_Positive","complete","SEM","response_slider_endValue","7","empty 8 positive"
"8429",5190763,"Empty_Positive","complete","SEM","response_slider_endValue","5","empty 72 positive"
"93011",5190763,"Empty_Positive","complete","SEM","response_slider_endValue","9","empty 8 positive"
"103433",5190763,"Empty_Positive","complete","SEM","response_slider_endValue","5","empty 24 positive"
"11887",5181767,"Empty_Positive","complete","SEM","response_slider_endValue","8","empty 72 positive"
"127610",5181767,"Empty_Positive","complete","SEM","response_slider_endValue","7","empty 8 positive"
"138030",5181767,"Empty_Positive","complete","SEM","response_slider_endValue","7","empty 24 positive"
"14707",5169528,"Empty_Positive","complete","SEM","response_slider_endValue","8","empty 8 positive"
"15746",5169528,"Empty_Positive","complete","SEM","response_slider_endValue","9","empty 24 positive"
"172628",5169528,"Empty_Positive","complete","SEM","response_slider_endValue","8","empty 72 positive"
