Event Index,UTC Timestamp,Local Timestamp,Local Timezone,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-cg81,order-f5ck,order-w8r4,order-mnhh,order-lgbu,order-f4f2,order-cdib,order-v22n,order-zlxs,order-flk3,order-e65y,order-6gm2,Randomise questionnaire elements?,Question Key,Response
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145825,xly4jddz,11486194,,complete,xsztfs,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1349x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ESN,AB,AB,,,,,,,,,,,No,END QUESTIONNAIRE,12117
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1422x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age,35
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age-quantised,19
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender,Male
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-quantised,1
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145845,60e3hp4s,11486198,,complete,izcizr,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1403x958,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,END QUESTIONNAIRE,13969
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age,32
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age-quantised,16
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39145881,uzf6fh60,11486201,,complete,ajjlyp,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,END QUESTIONNAIRE,8057
1,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,BEGIN QUESTIONNAIRE,
2,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Age,30
3,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Age-quantised,14
4,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Gender,Female
5,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Gender-quantised,2
6,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,Gender-text,
7,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,seizures,1
8,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,device,1
9,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,consent,1
10,1.72E+12,1.72E+12,5.5,82781,2,questionnaire-5uc8,,39146169,ax42otyk,11486273,,complete,bfwauo,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1349x625,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SNE,,,,,,,,,AB,,BA,,No,END QUESTIONNAIRE,43080
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
