Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-m4rv,order-wv65,order-bghl,order-cmad,order-hx15,order-ruel,order-l9vk,order-3qaf,order-35li,order-w9rh,order-x3wb,order-5k8v,order-2shc,order-q5m5,order-6g8p,order-ct7p,order-pqmi,order-jj8y,Randomise questionnaire elements?,Question Key,Response
7,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,consent,1
8,1.63676E+12,12/11/2021 23:34,1.63676E+12,-5,12/11/2021 18:34,60751,15,questionnaire-bi31,,17118861,5056919,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x671,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,END QUESTIONNAIRE,14493
1,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,Age,20
3,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,Age-quantised,4
4,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,Gender,Female
5,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,Gender-quantised,2
6,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,seizures,1
7,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,consent,1
8,1.63676E+12,12/11/2021 22:43,1.63676E+12,-5,12/11/2021 17:43,60751,15,questionnaire-bi31,,17118373,5056786,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.61,1440x900,1286x727,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,ABC,ABC,ABC,,,,,,,,,,,,,,,,No,END QUESTIONNAIRE,10849
1,1.63763E+12,23/11/2021 1:22,1.63763E+12,-5,22/11/2021 20:22,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63763E+12,23/11/2021 1:23,1.63763E+12,-5,22/11/2021 20:23,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Age,19
3,1.63763E+12,23/11/2021 1:23,1.63763E+12,-5,22/11/2021 20:23,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Age-quantised,3
4,1.63763E+12,23/11/2021 1:23,1.63763E+12,-5,22/11/2021 20:23,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Gender,Female
5,1.63763E+12,23/11/2021 1:23,1.63763E+12,-5,22/11/2021 20:23,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,Gender-quantised,2
6,1.63763E+12,23/11/2021 1:23,1.63763E+12,-5,22/11/2021 20:23,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,seizures,1
7,1.63763E+12,23/11/2021 1:23,1.63763E+12,-5,22/11/2021 20:23,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,consent,1
8,1.63763E+12,23/11/2021 1:23,1.63763E+12,-5,22/11/2021 20:23,60751,15,questionnaire-bi31,,17393467,5132497,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 94.0.4606.81,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,BCA,BCA,BCA,,,,,No,END QUESTIONNAIRE,59632
1,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1536x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,BEGIN QUESTIONNAIRE,
2,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age,18
3,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age-quantised,2
4,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender,Male
5,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender-quantised,1
6,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,seizures,1
7,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,consent,1
8,1.63705E+12,16/11/2021 7:12,1.63705E+12,-5,16/11/2021 2:12,60751,15,questionnaire-bi31,,17189097,5075757,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1536x864,1519x754,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,END QUESTIONNAIRE,16289
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
