Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-m4rv,order-wv65,order-bghl,order-cmad,order-hx15,order-ruel,order-l9vk,order-3qaf,order-35li,order-w9rh,order-x3wb,order-5k8v,order-2shc,order-q5m5,order-6g8p,order-ct7p,order-pqmi,order-jj8y,Randomise questionnaire elements?,Question Key,Response
8,1.63779E+12,24/11/2021 20:44,1.63779E+12,-5,24/11/2021 15:44,60751,15,questionnaire-bi31,,17457709,5151772,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.69,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,CAB,CAB,,,,,,,,,,,,CAB,,No,END QUESTIONNAIRE,18944
1,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,BEGIN QUESTIONNAIRE,
2,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Age,19
3,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Age-quantised,3
4,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Gender,Female
5,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,Gender-quantised,2
6,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,seizures,1
7,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,consent,1
8,1.63768E+12,23/11/2021 15:55,1.63768E+12,-5,23/11/2021 10:55,60751,15,questionnaire-bi31,,17416775,5139418,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1187x667,1188x517,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,BCA,CAB,,,,,,BCA,,,No,END QUESTIONNAIRE,13920
1,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1280x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,BEGIN QUESTIONNAIRE,
2,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1263x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Age,18
3,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1263x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Age-quantised,2
4,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1263x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Gender,Female
5,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1263x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,Gender-quantised,2
6,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1263x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,seizures,1
7,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1263x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,consent,1
8,1.63763E+12,23/11/2021 2:07,1.63763E+12,-5,22/11/2021 21:07,60751,15,questionnaire-bi31,,17393714,5132547,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1263x609,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,BCA,BCA,,,,,,,,,,,BCA,No,END QUESTIONNAIRE,34626
1,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Age,19
3,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Age-quantised,3
4,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Gender,Female
5,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,Gender-quantised,2
6,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,seizures,1
7,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,consent,1
8,1.63763E+12,23/11/2021 1:48,1.63763E+12,-5,22/11/2021 20:48,60751,15,questionnaire-bi31,,17393621,5132531,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SME,CAB,CAB,BCA,,,,,,,,,,,,,,,,No,END QUESTIONNAIRE,9834
1,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,BEGIN QUESTIONNAIRE,
2,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age,19
3,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Age-quantised,3
4,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender,Female
5,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,Gender-quantised,2
6,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,seizures,1
7,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,consent,1
8,1.63762E+12,22/11/2021 23:39,1.63762E+12,-5,22/11/2021 18:39,60751,15,questionnaire-bi31,,17392202,5132094,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 95.0.4638.69,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,BCA,BCA,,,,,,,,,,,,BCA,,No,END QUESTIONNAIRE,12876
1,1.6376E+12,22/11/2021 17:33,1.6376E+12,-5,22/11/2021 12:33,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,BEGIN QUESTIONNAIRE,
2,1.6376E+12,22/11/2021 17:34,1.6376E+12,-5,22/11/2021 12:34,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age,18
3,1.6376E+12,22/11/2021 17:34,1.6376E+12,-5,22/11/2021 12:34,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Age-quantised,2
4,1.6376E+12,22/11/2021 17:34,1.6376E+12,-5,22/11/2021 12:34,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender,Female
5,1.6376E+12,22/11/2021 17:34,1.6376E+12,-5,22/11/2021 12:34,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,Gender-quantised,2
6,1.6376E+12,22/11/2021 17:34,1.6376E+12,-5,22/11/2021 12:34,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,seizures,1
7,1.6376E+12,22/11/2021 17:34,1.6376E+12,-5,22/11/2021 12:34,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,consent,1
8,1.6376E+12,22/11/2021 17:34,1.6376E+12,-5,22/11/2021 12:34,60751,15,questionnaire-bi31,,17381899,5128700,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 95.0.4638.54,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,ESM,,,,,,,,,ABC,BCA,,,,,,ABC,,,No,END QUESTIONNAIRE,55162
1,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1280x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,BEGIN QUESTIONNAIRE,
2,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1263x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age,19
3,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1263x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Age-quantised,3
4,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1263x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender,Male
5,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1263x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,Gender-quantised,1
6,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1263x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,seizures,1
7,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1263x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,consent,1
8,1.63755E+12,22/11/2021 3:48,1.63755E+12,-5,21/11/2021 22:48,60751,15,questionnaire-bi31,,17364270,5123496,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1280x720,1263x577,,Age and Gender,3,elimination correct,distraction correct,Accept young,SEM,,,,ABC,ABC,,,,,,,,,,,,ABC,,No,END QUESTIONNAIRE,9983
1,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,BEGIN QUESTIONNAIRE,
2,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Age,18
3,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Age-quantised,2
4,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Gender,Female
5,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,Gender-quantised,2
6,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,seizures,1
7,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,consent,1
8,1.63755E+12,22/11/2021 2:31,1.63755E+12,-5,21/11/2021 21:31,60751,15,questionnaire-bi31,,17364006,5123425,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 96.0.4664.55,1440x900,1440x789,,Age and Gender,3,elimination correct,distraction correct,Accept young,MES,,,,,,,,ABC,,,ABC,,,,ABC,,,,No,END QUESTIONNAIRE,13777
1,1.63755E+12,22/11/2021 1:56,1.63755E+12,-5,21/11/2021 20:56,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,BEGIN QUESTIONNAIRE,
2,1.63755E+12,22/11/2021 1:57,1.63755E+12,-5,21/11/2021 20:57,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Age,20
3,1.63755E+12,22/11/2021 1:57,1.63755E+12,-5,21/11/2021 20:57,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Age-quantised,4
4,1.63755E+12,22/11/2021 1:57,1.63755E+12,-5,21/11/2021 20:57,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Gender,Female
5,1.63755E+12,22/11/2021 1:57,1.63755E+12,-5,21/11/2021 20:57,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,Gender-quantised,2
6,1.63755E+12,22/11/2021 1:57,1.63755E+12,-5,21/11/2021 20:57,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,seizures,1
7,1.63755E+12,22/11/2021 1:57,1.63755E+12,-5,21/11/2021 20:57,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,consent,1
8,1.63755E+12,22/11/2021 1:57,1.63755E+12,-5,21/11/2021 20:57,60751,15,questionnaire-bi31,,17363843,5123371,,complete,,,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1366x768,1366x649,,Age and Gender,3,elimination correct,distraction correct,Accept young,EMS,,,,,,,,,,,,ABC,ABC,ABC,,,,,No,END QUESTIONNAIRE,56124
1,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,BEGIN QUESTIONNAIRE,
2,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Age,18
3,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Age-quantised,2
4,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Gender,Female
5,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,Gender-quantised,2
6,1.63754E+12,22/11/2021 1:17,1.63754E+12,-5,21/11/2021 20:17,60751,15,questionnaire-bi31,,17363638,5123283,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 96.0.4664.55,1440x900,1440x821,,Age and Gender,3,elimination correct,distraction correct,Accept young,MSE,,,,,,ABC,ABC,,,,,,,,,,,ABC,No,seizures,1
