Event Index,UTC Timestamp,Local Timestamp,Local Timezone,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,randomiser-ilmk,order-cg81,order-f5ck,order-w8r4,order-mnhh,order-lgbu,order-f4f2,order-cdib,order-v22n,order-zlxs,order-flk3,order-e65y,order-6gm2,Randomise questionnaire elements?,Question Key,Response
2,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1280x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,BEGIN QUESTIONNAIRE,
3,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Age,19
4,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Age-quantised,3
5,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender,Female
6,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender-quantised,2
7,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,Gender-text,
8,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,seizures,1
9,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,device,1
10,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,consent,1
11,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20084755,11683,5947992,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1280x720,1263x601,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,AB,AB,,,,,,,No,END QUESTIONNAIRE,28978
1,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,BEGIN QUESTIONNAIRE,
2,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age,19
3,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Age-quantised,3
4,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender,Male
5,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-quantised,1
6,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,Gender-text,
7,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,seizures,1
8,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,device,1
9,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,consent,1
10,1.64642E+12,1.64642E+12,0,74297,30,questionnaire-5uc8,,20085708,11681,5950660,,complete,,,computer,Desktop or Laptop,Chromium OS 14388.61.0,Chrome 98.0.4758.107,1366x912,1366x761,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NSE,,,,,,,AB,AB,,,,,No,END QUESTIONNAIRE,14580
1,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Age,21
3,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Age-quantised,5
4,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender,Female
5,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender-quantised,2
6,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,Gender-text,
7,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,seizures,1
8,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,device,1
9,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,consent,1
10,1.64659E+12,1.64659E+12,0,74297,30,questionnaire-5uc8,,20120494,11534,5966351,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1216x744,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,AB,AB,,,,,,,,,No,END QUESTIONNAIRE,41824
1,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1200x656,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,BEGIN QUESTIONNAIRE,
2,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age,19
3,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Age-quantised,3
4,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender,Female
5,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-quantised,2
6,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,Gender-text,
7,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,seizures,1
8,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,device,1
9,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,consent,1
10,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129192,11691,5968425,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1440x789,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,ENS,,,,,,,,,,AB,,AB,No,END QUESTIONNAIRE,18920
1,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Age,19
3,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Age-quantised,3
4,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender,Female
5,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender-quantised,2
6,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,Gender-text,
7,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,seizures,1
8,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,device,1
9,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,consent,1
10,1.64661E+12,1.64661E+12,0,74297,30,questionnaire-5uc8,,20129309,11743,5968452,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.109,1440x900,1440x722,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,SEN,,,BA,BA,,,,,,,,,No,END QUESTIONNAIRE,14310
1,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,BEGIN QUESTIONNAIRE,
2,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age,18
3,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Age-quantised,2
4,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender,"If your gender is not specified in this list, please specify it here:"
5,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,Gender-text,Non-Binary
6,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,seizures,1
7,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,device,1
8,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,consent,1
9,1.64664E+12,1.64664E+12,0,74297,30,questionnaire-5uc8,,20133995,11764,5970293,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 99.0.4844.51,1440x900,1050x607,,Consent + Demographic Qs,5,elimination correct,distraction correct,Accept young,NES,,,,,BA,BA,,,,,,,No,END QUESTIONNAIRE,66427
